Geneid	control_RPF_3	Fmr1_RNA_2	Fmr1_RPF_1	control_RPF_2	Fmr1_RNA_3	Fmr1_RNA_4	control_RNA_3_x	Fmr1_RPF_2	control_RNA_2	control_RNA_3_y	Fmr1_RNA_1	control_RNA_1	Fmr1_RPF_3	control_RPF_1		
Trpd52l3	2	0	0	0	0	0	0	0	0	0	0	0	0	0		
Wbp2nl	1	3	1	3	0	1	1	0	0	1	1	1	1	0		
Ttll9	1	26	3	4	17	21	20	1	16	20	21	14	3	2		
Pih1d3	0	0	0	0	1	0	0	1	0	0	0	0	0	0		
Ccdc7a	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
Emc2	426	1341	362	461	1227	1250	1252	474	1536	1252	1129	1427	497	446		
Mms19	183	579	157	249	437	498	362	204	470	362	499	524	234	183		
Knstrn	3	22	6	3	18	23	26	6	22	26	18	27	6	5		
Mtres1	90	365	87	113	307	332	269	101	357	269	321	392	100	97		
Cts6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Bag1	82	2003	71	88	2023	2151	1646	66	2099	1646	1666	1937	91	73		
Dok3	4	30	1	5	19	10	16	7	18	16	19	12	0	0		
Efhd1	78	278	75	86	265	325	241	81	250	241	256	247	85	68		
Elp3	535	1721	544	712	1404	1574	1364	585	1655	1364	1581	1683	732	492		
Rassf3	55	1090	37	68	680	651	750	87	763	750	885	756	83	73		
Msr1	1	11	3	5	15	7	7	1	7	7	3	7	0	1		
Churc1	185	348	146	184	311	357	289	221	412	289	316	388	180	155		
Xkr6	16	182	23	43	124	115	128	15	149	128	172	116	36	20		
Jak1	1205	4088	1155	1434	3006	3315	3625	1293	3620	3625	3483	3602	1583	1135		
Ptpro	209	1288	301	380	1350	1425	976	232	1596	976	1168	1599	415	223		
Tmco1	197	842	209	215	683	766	729	219	851	729	759	716	255	199		
6430548M08Rik	849	5633	934	1287	4926	5526	4776	876	5089	4776	5128	5510	1299	805		
Lmnb1	75	134	101	168	113	110	127	65	160	127	148	184	131	76		
Tekt3	0	0	0	0	2	2	2	0	1	2	0	0	1	0		
Hexim2	35	188	45	40	150	151	120	41	162	120	164	168	47	32		
Ddx55	57	335	48	91	258	291	252	62	331	252	291	322	98	50		
Suox	79	224	90	98	202	192	184	98	191	184	200	261	95	70		
Nemp1	5	105	3	5	95	92	87	7	107	87	93	90	10	5		
Rpusd2	48	173	32	60	133	166	154	39	141	154	160	186	69	38		
Ephb1	192	1417	196	256	1140	1191	1085	202	1054	1085	1264	1104	231	169		
Olfr957	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1362	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
Olfr1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Lrrc10	0	2	1	0	3	2	2	1	3	2	4	2	1	1		
Zfp825	3	166	3	5	117	111	126	4	134	126	118	132	7	10		
Slc17a4	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
Tmem229a	85	2269	101	111	1678	1486	1898	100	1829	1898	1953	1721	94	84		
Prss50	1	11	1	3	3	7	9	1	7	9	8	11	2	2		
Apeh	116	205	122	185	151	143	160	147	142	160	187	169	179	130		
Vmn1r17	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vmn1r32	0	2	0	0	0	2	2	0	1	2	4	3	0	0		
Vmn1r33	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vmn1r38	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vmn1r35	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vmn1r37	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Btg1b	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
Samt1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Mllt10	39	843	37	57	695	757	617	34	781	617	758	736	57	33		
C87436	25	424	24	27	335	391	306	30	306	306	333	367	37	28		
Map4	1775	8748	2213	2783	8229	8402	7839	2046	8612	7839	7894	8759	3011	1769		
Qsox1	158	452	138	194	385	383	345	163	429	345	406	448	206	147		
Ccndbp1	262	896	280	331	767	866	680	319	787	680	794	776	379	259		
Ugt1a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Actr1a	1132	4599	1011	1391	3628	4360	3300	1161	3780	3300	3966	4083	1423	1078		
Tm9sf4	762	2077	701	1044	1662	1812	1619	804	1609	1619	1839	1824	993	688		
Cavin4	0	32	0	1	19	24	16	1	23	16	23	19	0	0		
Slc16a14	16	219	32	35	181	207	225	21	184	225	220	184	22	33		
Enox1	82	765	76	96	659	713	636	76	746	636	722	713	95	84		
Dmc1	0	9	0	0	8	3	3	0	9	3	9	10	0	0		
Prdx6	660	3727	520	738	3319	3982	3111	661	2997	3111	3417	3032	743	656		
Gal	20	15	8	10	10	11	2	23	17	2	24	20	22	17		
Olfr38	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
Cyp4a10	0	0	0	0	0	0	1	1	0	1	0	0	0	0		
Ndufaf8	27	190	24	20	124	130	90	31	129	90	158	141	26	21		
Acsm1	0	0	0	0	0	0	0	1	0	0	0	0	1	0		
Rab12	341	2367	296	338	1985	2163	1986	356	2272	1986	2058	2128	378	314		
Nudt7	26	66	19	36	73	71	70	29	60	70	76	73	27	23		
Hspb2	6	8	2	5	4	4	1	5	2	1	6	7	3	1		
Chordc1	412	1620	352	465	1143	1142	1313	446	1464	1313	1403	1437	530	434		
Slc35f4	50	331	61	79	245	284	223	72	277	223	304	240	73	64		
Nuak2	8	21	0	6	13	15	10	5	12	10	21	9	4	4		
Sec14l1	914	4559	691	978	3564	3869	3566	941	3346	3566	4200	3610	929	876		
Sgsm3	318	1087	244	339	817	896	764	288	868	764	933	833	377	283		
Spsb1	47	391	47	55	277	313	286	38	271	286	359	307	70	33		
Scpep1	121	389	114	136	318	374	275	144	270	275	336	264	156	101		
Tmem53	19	24	27	20	26	36	12	17	23	12	26	30	22	17		
Gpr62	24	272	15	30	258	299	222	19	231	222	235	233	24	22		
Hmga1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Wdr45	218	596	139	174	409	462	378	179	475	378	513	427	193	188		
Tmem134	14	418	21	18	329	411	324	12	271	324	325	255	12	13		
Depdc1b	9	36	10	19	18	20	33	7	31	33	38	24	11	10		
Dgkb	846	5981	903	1257	5476	5777	5550	871	6360	5550	5411	6152	1273	851		
Rrm2b	47	967	45	52	842	757	873	37	973	873	829	828	61	44		
Ccdc171	16	98	7	10	86	112	59	3	120	59	107	79	5	2		
Larp1	356	2536	366	566	1902	2010	1867	375	2252	1867	2302	2373	518	356		
Drc3	81	250	71	112	195	214	203	73	189	203	224	236	88	78		
Rps6ka3	180	2224	155	185	1641	1615	1798	194	1925	1798	1809	1882	185	166		
Flvcr1	18	352	18	22	303	292	220	10	364	220	358	341	25	15		
Olfr1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Fth1	2041	8420	1589	2081	6950	7943	7367	2174	6420	7367	7684	6556	2141	1883		
Fthl17a	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ercc8	13	306	14	25	237	282	240	20	214	240	267	267	13	14		
Armc1	433	2585	354	503	2038	2024	2427	453	2263	2427	2257	2171	433	399		
Zfp945	37	673	29	45	516	426	398	44	628	398	561	597	45	52		
Ppm1b	58	1853	55	87	1597	1640	1555	60	1849	1555	1583	1866	87	49		
Gmfg	0	11	1	2	10	17	3	1	7	3	8	10	1	1		
Septin12	0	0	0	1	0	0	0	1	0	0	0	1	0	0		
Tnfsf13b	1	13	3	3	21	16	13	1	11	13	17	10	5	1		
Degs1	444	2116	398	500	1769	1958	1683	474	1820	1683	1889	1711	502	394		
Ift46	135	647	116	136	539	623	481	152	525	481	608	553	164	145		
Baiap2l1	2	20	2	1	9	11	6	3	7	6	16	6	0	0		
Naa16	26	145	27	32	88	91	101	25	120	101	123	105	27	20		
Zfp946	6	250	7	13	174	166	189	12	199	189	193	207	12	7		
Det1	9	72	13	13	64	71	62	16	79	62	71	74	16	8		
Txndc11	48	702	68	88	517	594	444	56	529	444	603	481	76	35		
Wars2	30	241	10	17	207	185	193	15	220	193	241	208	32	21		
Arv1	15	160	17	15	111	121	121	12	138	121	160	139	14	12		
Pdcl3	109	369	138	141	297	286	286	128	334	286	251	334	154	117		
Myh7	14	208	19	27	184	185	125	17	212	125	183	215	22	17		
Albfm1	0	2	0	1	2	3	1	0	2	1	3	2	0	0		
Yaf2	176	2213	167	239	1750	1775	1799	173	1932	1799	1890	1699	212	142		
Bbof1	9	107	10	12	55	50	58	10	88	58	75	79	15	6		
Dusp12	34	224	21	17	150	139	153	35	208	153	186	177	43	15		
Scg3	3109	6726	2305	3066	5145	6739	5244	3270	5041	5244	6111	5356	3408	2985		
Ahnak	88	1564	107	153	1118	934	1024	79	1347	1024	1518	1445	162	92		
Hdgfl2	376	859	378	513	692	769	627	362	875	627	800	907	577	353		
Mmp27	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
Cdk16	123	6116	119	169	4474	5390	4074	135	3879	4074	5568	4271	149	111		
Rpn2	862	2447	885	1188	2106	2517	1884	979	2133	1884	2167	2426	1248	865		
Galk1	77	133	79	78	172	162	132	78	174	132	168	173	92	79		
Asic5	0	0	0	0	0	0	0	0	0	0	0	1	0	0		
Ndufs3	286	1059	267	309	812	939	778	288	854	778	831	892	351	248		
Prpf3	64	232	71	127	106	125	132	86	137	132	235	138	99	80		
Krtap19-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Slc22a30	0	0	0	0	0	0	1	0	0	1	0	0	0	0		
Nadk	100	1485	73	125	1245	1484	1081	107	1126	1081	1409	1180	113	99		
Efemp1	89	160	118	154	140	157	100	99	180	100	106	170	157	73		
Kank4	22	104	22	19	98	100	74	29	102	74	82	114	26	10		
Nepro	9	278	11	16	170	191	181	18	195	181	205	201	16	16		
Cc2d1a	232	690	231	324	571	749	577	213	725	577	682	746	329	226		
Gm13305	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Serpinb8	16	177	22	34	123	182	169	16	150	169	160	141	33	29		
Rgs10	121	464	117	155	407	542	383	158	484	383	459	476	163	93		
Tmco6	39	189	23	46	142	104	116	36	136	116	158	152	45	28		
Pgam1	0	932	2	0	777	815	712	2	688	712	879	801	0	0		
Npc2	237	1044	252	295	956	1131	879	279	1034	879	972	1000	313	222		
Nsmce1	117	195	107	119	197	154	141	85	186	141	141	184	101	112		
Cep83	27	1004	26	29	732	837	698	39	885	698	800	783	43	36		
Prss23	40	340	34	43	295	346	267	33	312	267	292	320	41	31		
Atp2c1	747	5718	747	876	4597	4647	4507	819	5428	4507	4959	5128	979	701		
Rbpms2	0	26	1	6	27	24	20	2	22	20	31	21	1	1		
Nfkb2	16	55	22	27	36	45	31	17	49	31	65	39	42	19		
Mrpl35	157	561	149	176	460	450	429	192	507	429	511	481	188	153		
Slc25a21	6	12	5	5	8	13	17	8	16	17	17	6	6	9		
Prkn	21	238	12	22	147	162	102	31	171	102	207	183	21	29		
Car10	242	2876	194	288	2367	2776	2158	246	2214	2158	2677	2469	292	217		
Mical2	1357	4613	1287	1777	3025	4202	3388	1430	3212	3388	4123	3406	1763	1228		
Klk1b16	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Arhgap10	69	723	60	96	708	772	603	77	629	603	650	649	99	59		
Slc1a4	339	1557	349	441	1229	1462	1184	319	1286	1184	1424	1391	457	321		
Cyb5r1	92	221	74	68	180	197	166	69	160	166	199	180	74	73		
Cysrt1	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
Cited4	37	144	17	29	103	121	137	34	83	137	162	78	32	37		
Cdca5	3	11	0	0	6	6	0	2	3	0	4	6	0	1		
Grasp	281	662	274	395	529	709	454	284	587	454	639	642	373	262		
Btd	77	161	71	68	132	168	145	62	143	145	161	132	81	57		
Mrps17	252	746	192	262	630	735	568	265	637	568	684	654	268	216		
Rarres2	30	53	33	37	38	61	19	35	51	19	31	69	26	31		
Atp6v0e2	721	7003	681	822	5878	7071	5218	854	5196	5218	6342	5596	747	711		
Gm14725	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ddo	13	101	14	23	102	106	92	16	99	92	72	81	29	18		
Nudt16l1	193	491	158	201	274	317	282	178	282	282	457	309	221	163		
Nrg4	0	23	0	2	17	18	13	0	15	13	18	23	2	0		
Ldhc	7	1	2	6	2	1	0	1	1	0	1	0	8	0		
Nipsnap3a	0	0	1	0	0	0	0	0	1	0	0	0	1	0		
Slc2a5	2	19	3	7	41	74	57	8	7	57	18	10	6	2		
Prm1	0	0	0	0	1	1	0	0	4	0	3	1	0	0		
Cdc6	0	13	1	4	17	5	9	1	7	9	15	20	3	3		
Cd2	0	3	1	0	0	2	1	1	1	1	2	2	0	0		
Ppp1cc	0	106	0	0	65	80	62	0	120	62	69	101	0	0		
C2cd2l	394	3532	436	577	2552	2857	2547	416	2559	2547	3211	2687	569	390		
Rpl38	2	1878	1	2	1700	1776	1138	1	1870	1138	1745	1959	0	1		
Hoxb4	0	0	0	0	0	0	2	1	0	2	0	0	1	0		
Hoxd3	0	0	1	1	0	0	0	1	0	0	0	0	0	0		
Hoxb3	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
Plp2	7	27	3	11	24	36	27	12	19	27	27	29	4	7		
Mmp9	6	14	2	7	12	16	14	1	10	14	15	8	5	3		
Phc2	195	1259	178	259	969	1166	1046	181	928	1046	1066	987	207	156		
Tmem109	147	621	151	219	407	467	337	218	433	337	542	445	238	168		
Defb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Akap13	61	1006	67	124	701	753	536	75	823	536	876	907	82	61		
Slco1a5	0	1	1	2	4	3	0	1	4	0	4	1	0	0		
Bicd2	133	2083	143	170	1449	1530	1409	130	1772	1409	1783	1650	176	123		
Pofut2	70	556	57	70	458	558	359	74	408	359	528	511	69	66		
Zxdc	136	700	139	175	531	560	559	165	637	559	608	514	199	126		
Lysmd3	23	423	13	20	272	282	293	21	326	293	373	298	23	20		
Sv2c	310	1049	394	459	828	845	852	367	941	852	911	968	529	320		
Lancl2	483	3363	406	501	2839	3120	3004	491	2890	3004	2941	2916	545	525		
Btnl10	0	0	0	0	2	2	0	0	1	0	0	1	0	0		
Zfp157	49	744	54	64	603	578	495	59	689	495	611	680	86	59		
Poll	26	158	18	15	138	152	141	24	163	141	156	174	34	28		
Impg1	16	23	5	7	14	12	28	6	22	28	29	13	10	7		
Nup50	150	1091	137	192	724	793	776	161	837	776	1001	861	215	134		
Mink1	985	5584	1052	1480	4926	5706	4319	991	5262	4319	4975	5669	1501	883		
Ppfia3	600	4288	698	929	3303	3658	3561	591	3395	3561	3898	3651	936	548		
Rpl12	1	2103	1	1	2380	3116	1839	1	2020	1839	2108	2194	3	0		
Ighmbp2	63	222	63	66	201	176	172	49	227	172	193	215	61	50		
Hal	0	0	0	0	0	0	0	0	0	0	1	0	0	1		
Gcnt1	2	69	1	4	55	84	56	4	84	56	72	62	1	2		
Adgre5	63	146	41	57	68	72	77	67	82	77	127	124	80	66		
Sema5b	83	273	109	120	251	343	230	91	257	230	256	238	115	85		
Zbtb49	16	178	15	22	113	111	77	18	120	77	147	101	22	18		
Tmem14c	170	612	188	265	536	530	488	210	558	488	528	552	258	217		
Eprs	710	2751	918	1174	2220	2307	2273	765	2598	2273	2303	2809	1256	729		
Fmr1nb	0	2	0	3	3	1	1	1	0	1	3	1	0	3		
Zbed6	20	1054	21	12	613	609	613	20	775	613	986	771	19	25		
Homer1	438	8642	360	524	6499	7166	6552	524	7678	6552	7198	6953	537	406		
Rbm6	110	1239	140	165	927	871	859	120	1193	859	1085	1211	158	89		
Ly96	9	10	6	9	18	15	14	10	13	14	12	16	4	7		
Fbxo34	124	1226	128	165	941	1071	892	126	1173	892	1081	1222	171	111		
Rxrg	35	462	40	52	345	514	327	43	303	327	407	332	50	38		
Gabrb3	902	10543	935	1127	8687	10051	8780	979	8721	8780	9106	8069	1260	978		
Fthl17f	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1700018F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Slc45a4	80	1409	107	99	986	1136	1124	70	1129	1124	1251	1185	114	77		
Trim13	51	244	38	36	198	204	175	40	237	175	211	228	44	39		
Romo1	202	520	252	305	478	509	353	214	529	353	456	579	355	213		
Kdm4c	153	931	135	211	794	789	689	159	901	689	788	905	233	131		
Rundc3b	197	1435	167	159	1177	1290	1194	209	1360	1194	1202	1311	204	166		
Vgll3	5	215	11	5	186	199	156	4	173	156	180	168	8	6		
Tspan12	47	750	42	42	681	619	645	51	809	645	632	732	54	32		
Pon3	14	64	5	25	87	82	72	18	99	72	60	68	21	16		
Mat2a	370	2417	382	523	1633	1751	1647	442	1784	1647	2060	1746	517	392		
Ppp1r9a	1159	12156	1318	1668	8386	8167	8065	1305	10723	8065	10399	10783	1700	1140		
Sipa1l2	150	1429	196	261	1184	1363	1092	198	1362	1092	1194	1332	298	131		
Fbxo39	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
Htr3a	34	129	28	40	120	162	91	44	125	91	109	131	31	24		
Paxip1	82	1142	54	79	911	1127	821	69	997	821	1031	941	91	56		
Gfpt2	58	151	55	55	135	137	104	56	158	104	145	136	59	48		
Slc7a5	233	1128	243	357	834	743	806	260	990	806	1085	1008	339	211		
F3	234	596	149	225	473	584	522	209	426	522	542	391	214	166		
F2rl2	4	22	10	4	16	21	6	4	14	6	15	23	5	5		
Arhgap1	371	1418	396	484	1130	1373	1001	358	1224	1001	1354	1266	486	367		
Nkapl	4	11	3	3	8	11	5	2	10	5	10	15	7	3		
Gabarap	758	2069	679	888	2103	2497	1624	841	1854	1624	1909	1924	952	769		
Snd1	832	1754	873	1097	1436	1649	1403	904	1669	1403	1564	1850	1248	749		
Rnf113a2	79	132	100	124	109	148	83	84	138	83	115	140	102	73		
Lum	33	70	38	26	64	52	46	27	85	46	64	66	36	29		
Olfr30	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr895	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tagln3	1501	4135	1536	2018	3446	4129	2882	1518	3766	2882	3772	3868	2203	1395		
Hoxd8	0	0	1	1	0	2	0	0	0	0	0	0	1	0		
Rasgef1a	228	4592	214	315	4390	4555	4092	223	4580	4092	4130	4572	334	233		
Rnf103	293	1774	240	343	1358	1204	1487	320	1577	1487	1503	1472	322	299		
Tspan8	5	10	1	4	11	11	10	5	20	10	9	18	6	4		
Pde9a	43	253	51	82	228	323	203	42	262	203	199	286	68	17		
Atp13a4	38	161	41	34	141	151	136	39	131	136	175	136	48	40		
Serpina1e	0	0	0	0	0	0	0	0	0	0	1	0	0	0		
Serpina1d	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
Serpina1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Mta1	288	1035	292	399	806	1043	854	362	930	854	989	937	428	288		
Hgs	557	1246	557	715	863	1044	857	641	910	857	1126	998	776	502		
Gm7030	0	0	0	0	0	0	0	0	0	0	0	0	2	0		
Med19	122	519	100	135	453	501	456	98	388	456	486	429	149	89		
Nosip	297	624	273	317	574	583	436	316	637	436	601	612	399	285		
Nudt8	13	101	15	25	87	92	63	13	70	63	59	90	20	11		
Ostc	139	721	119	162	721	778	598	190	756	598	656	730	154	136		
Snw1	428	1429	427	531	1320	1390	1230	456	1496	1230	1399	1450	579	463		
Ubxn2b	233	1554	188	256	1202	1370	1169	259	1285	1169	1439	1300	322	234		
Gm3173	0	4	0	0	0	0	1	0	3	1	3	0	0	0		
Camk1d	383	4032	402	556	3148	3612	3324	479	3482	3324	3534	3550	625	380		
Zdhhc16	43	352	45	67	294	354	267	52	297	267	324	311	62	45		
4933436I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Speer4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Pigo	117	431	98	152	299	384	321	117	321	321	428	355	135	128		
Rnls	6	58	8	10	42	38	34	15	34	34	56	41	4	15		
Tsc1	154	1804	165	192	1553	1552	1344	156	1713	1344	1732	1686	194	148		
Mtss2	368	2659	442	623	2069	2280	2236	362	2041	2236	2478	2130	594	340		
Tchh	8	68	3	5	38	56	61	6	51	61	65	48	7	4		
Ago1	189	1971	154	180	1560	1625	1599	183	1690	1599	1737	1671	206	167		
Dcp1a	77	722	67	54	524	516	467	61	594	467	609	544	98	66		
Dclk2	280	1632	262	358	1116	1271	1115	270	1322	1115	1444	1241	339	260		
Rora	196	3691	165	256	2883	2863	3208	172	3244	3208	3235	3076	214	210		
Pdcl2	0	2	0	0	0	0	0	0	0	0	1	0	0	0		
Nog	43	208	46	56	186	201	204	38	256	204	162	198	70	38		
Nnt	123	558	148	214	507	446	314	120	635	314	513	662	208	117		
Ankfy1	152	1453	131	192	1182	1177	1163	158	1396	1163	1290	1347	198	141		
9130019O22Rik	8	89	7	7	47	56	51	8	76	51	73	73	7	6		
Dmpk	12	80	9	22	60	79	53	13	54	53	84	58	19	13		
Pacs2	167	3720	168	236	2870	3264	2524	192	2852	2524	3184	2847	270	157		
Ltc4s	10	55	5	11	41	36	32	24	22	32	43	32	13	11		
Cdhr1	18	93	29	52	121	167	96	19	126	96	104	145	47	20		
Myo3a	0	0	0	0	0	1	2	0	1	2	1	2	0	0		
Klrb1c	0	0	0	0	1	0	1	0	0	1	1	1	0	0		
Tfcp2l1	5	258	11	20	233	285	228	12	203	228	226	191	17	6		
Rgs18	4	9	0	1	3	2	3	0	7	3	2	5	0	0		
Kcnh1	309	2584	258	403	2032	2030	2040	303	2158	2040	2447	2353	423	261		
Marcksl1	218	3168	170	221	2737	3172	2378	208	2850	2378	2782	2647	245	162		
Afdn	461	2821	560	793	2002	1925	2239	506	2619	2239	2401	2695	824	445		
Pnck	376	1052	399	508	813	925	816	392	855	816	960	943	531	368		
Cd200r2	0	1	1	0	2	1	0	0	0	0	1	1	0	0		
Adgrb1	922	6955	1053	1452	5314	5825	5153	977	5714	5153	6239	5864	1465	881		
Prodh2	1	0	0	0	0	0	0	1	0	0	0	0	0	0		
Agpat1	205	2728	206	272	2116	2805	1710	228	1671	1710	2542	1958	267	224		
Epcam	1	9	2	6	8	16	6	6	10	6	9	12	5	6		
Blnk	35	132	24	32	91	102	56	27	71	56	104	108	35	22		
Tmem222	225	1098	175	270	907	1081	928	207	860	928	1062	906	239	190		
Runx3	0	0	0	0	0	0	0	0	0	0	0	2	0	0		
Gpatch4	32	145	31	49	125	109	107	21	179	107	112	175	48	23		
Ccdc192	0	1	0	1	4	3	8	2	2	8	3	3	0	1		
Fbxw9	36	255	35	32	208	211	197	37	239	197	208	209	44	43		
Ercc6l2	29	508	33	33	335	365	327	36	430	327	425	419	35	25		
Zmat2	1004	3089	1301	1763	2766	2733	2026	1116	3279	2026	2637	3424	1787	1038		
Polr2l	5	157	0	3	115	155	95	6	117	95	136	136	6	4		
Rpl35	3	597	5	3	708	914	488	2	730	488	578	778	3	2		
Aen	48	308	53	65	278	289	213	73	256	213	253	271	91	38		
Rnf44	309	2203	283	419	1369	1521	1503	339	1333	1503	1991	1428	399	295		
H2-L	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thap4	41	316	58	88	240	300	217	60	296	217	341	318	79	42		
Cyp21a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
BC017158	65	207	51	73	170	161	161	60	153	161	170	154	72	57		
Dcaf4	76	385	52	83	317	368	308	66	364	308	362	356	98	67		
Mettl4	48	879	51	60	724	807	761	44	826	761	792	808	50	51		
Neu3	14	88	15	22	56	62	58	16	65	58	58	84	32	13		
Spryd4	22	152	26	43	123	111	102	31	119	102	120	136	38	23		
Pcdhga9	97	151	69	100	88	123	118	78	131	118	172	120	91	87		
Gopc	326	1494	272	405	1149	1049	1296	303	1381	1296	1254	1334	427	291		
Olfr111	0	2	0	0	1	1	1	0	2	1	1	0	0	0		
Dlg2	1533	20091	1606	1942	15428	17758	15299	1643	17094	15299	17693	16707	2038	1507		
Cpb1	0	2	1	0	3	4	3	0	4	3	0	6	7	0		
Prkar2b	381	3063	335	505	2614	2492	2556	378	3136	2556	2472	2783	477	358		
Bud31	295	649	229	300	513	636	492	304	590	492	544	531	338	279		
Trank1	175	6714	235	326	3881	3562	3139	221	5223	3139	5966	5190	329	192		
Dtwd2	13	117	10	10	93	98	88	7	102	88	98	85	6	14		
Srgap1	48	464	60	89	313	346	334	75	316	334	452	325	101	61		
Khnyn	44	342	44	59	259	278	277	37	343	277	333	350	66	34		
Tubg2	83	592	63	87	415	541	417	89	343	417	550	413	82	87		
B3galt6	65	320	65	99	342	300	307	79	307	307	276	280	82	80		
Glrx5	149	569	139	189	527	616	463	157	525	463	570	501	179	164		
Kremen2	2	13	0	1	18	10	10	1	14	10	6	7	2	0		
Tlk1	197	2993	206	275	2101	2180	2357	233	2376	2357	2549	2331	270	220		
Gas8	59	247	73	101	242	248	175	49	324	175	235	310	83	43		
Dnajc10	297	2458	262	309	1982	1989	2049	322	2196	2049	2098	2138	350	320		
Kcnj12	33	400	32	42	337	340	290	18	372	290	305	341	33	23		
Gm12169	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
Ppp2r1b	73	580	52	96	380	419	383	85	482	383	501	453	95	97		
Ankrd39	11	177	13	21	150	148	142	15	178	142	185	167	17	13		
Prima1	22	69	19	32	52	61	49	24	31	49	61	50	32	26		
Il1f10	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
Srms	0	4	2	3	6	2	1	1	3	1	8	3	0	1		
Ackr4	1	8	2	0	12	3	7	0	10	7	7	6	1	0		
Alox12e	0	1	1	5	2	4	0	1	1	0	2	2	4	0		
Il27	0	0	0	0	0	1	0	0	1	0	0	0	0	0		
Psg22	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Extl2	434	2293	397	508	2110	2255	2195	488	2090	2195	2069	2004	564	426		
Scarb2	830	4856	847	1111	4230	4315	3990	891	4471	3990	4250	4547	1100	856		
Olfr1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ctrc	0	0	0	3	0	0	0	1	0	0	0	0	1	1		
Btg4	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
Wdr45b	176	1499	120	155	1140	1363	1139	141	1172	1139	1335	1150	153	115		
Naa60	155	2241	127	160	1404	1587	1312	159	1366	1312	1884	1476	176	145		
Igf2bp3	1	215	1	1	152	165	145	1	175	145	225	200	1	1		
Brf1	116	716	129	176	606	529	634	117	643	634	586	610	162	114		
Slamf8	0	4	2	0	0	3	4	0	2	4	3	4	1	0		
Rnf186	0	0	0	0	0	1	0	0	0	0	0	0	0	0		
Fbxo25	456	1445	394	544	1282	1432	1123	469	1530	1123	1274	1486	528	438		
Bcs1l	83	348	88	108	242	291	249	90	241	249	282	309	96	81		
Tmem170	4	97	3	5	68	83	53	1	72	53	98	70	4	4		
Thap2	19	693	14	17	454	484	441	25	552	441	553	519	14	16		
Clec4g	0	0	0	0	1	5	1	0	1	1	2	0	1	0		
Mup15	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Abcb4	10	140	18	12	132	158	124	19	120	124	128	125	19	10		
Chchd1	166	459	150	190	349	353	319	187	386	319	328	358	231	198		
Tomm6	300	476	323	420	382	449	328	312	370	328	459	406	377	293		
Fmc1	154	256	160	203	208	200	166	173	256	166	218	243	188	144		
Cfap97d2	2	8	1	4	2	3	4	2	6	4	4	6	2	0		
Tmem240	99	601	78	110	539	516	492	112	649	492	472	667	119	86		
Tnni1	4	72	4	6	70	77	53	3	45	53	50	62	6	5		
Ear2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
